,100-1- -a,245-1-0-a,260- - -c,653- - -a,lang,year,245-1-0-b,245-1-3-a,245-1-3-b
2018100488501,"Adbåge, Emma",Lille mage,cop. 2015,"bildebøker, billedbøker, magen, pekebøker",nob,2015,,,
2018100488504,"Patricelli, Leslie.",Smokken,cop. 2015,,nob,2015,,,
2018100807072,"Blyton, Enid","God jul, Fem!",2015,,nob,2015,,,
2018101007052,"Solem, Hanne",Bøllete dyr og andre dyr,2015,,nno,2015,,,
2018101007056,"Ulstein, Geir Stian",Martins vei til toppen :,2015,,nob,2015,tips og triks for å nå din fotballdrøm,,
2018101007059,"Svensson, Jenny",Sats :,2015,,nob,2015,grunnleggende norsk for ungdom : tekstbok 1,,
2018101007087,"Berge, Atle",Alle mann i forsvar!,2015,"barnebøker, fotball",nno,2015,,,
2018101007120,"Palm, Linda",Jeg-du-vi,2015,,nob,2015,,,
2018101007127,"Knutsen, Alf",Trøbbel ved Galleskjærene,2015,,nob,2015,,,
2018101007148,"Lipkowitz, Daniel",Lego utrolige ideer,2015,,nob,2015,,,
2018101007168,"Steineger, Erik",Nova 8-10,2015,"grunnskolen, lærebøker, naturfag, ungdomstrinnet",nno,2015,naturfag for ungdomstrinnet,,
2018101007175,"Malam, John",Dinosaurer,2015,"barnebøker, dinosaurer, faktabøker",nob,2015,,,
2018101007190,"Dahl, Hanne Hafnor",Oppgavebok,2015,"grunnskolen, kunnskapsløftetk13, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018101007238,"Berge, Torunn",Egypt :,2015,"arabiske, demonstrasjoner, egypt, farao, historie, hverdagsliv, mumier, pyramider, revolusjon, tahrirplassen, ungdom, våren",nob,2015,revolusjon i faraoenes land,,
2018101007288,"Shipley, Jocelyn.",Løgner og svik,2015,,nob,2015,,,
2018101007316,"Anly, Ingeborg",Kaleido,2015,"grunnskole, lærebøker, norsk",nno,2015,,,
2018101007343,"Dixon, Franklin W..",Roboten som ble borte,2015,,nob,2015,,,
2018101007358,"Herredsvela, Eivind",Grisene og den sultne grisungen,2015,,nob,2015,,,
2018101007364,"Linnestå, Aasne",Mamma er et annet sted,2015,"forsoning, norsklitteratur, savn, selvmord, sjølvmord, sorg, ungdomsbøker",nob,2015,,,
2018101007396,"Brown, Pierce.",,2015,,nob,2015,,,
2018101007404,"Kvalnes, Øyvind",Tord og Tale tar toget,2015,,nno,2015,,,
2018101107020,"Clare, Cassandra",,cop. 2015,"fantasy, ungdomsbøker",nob,2015,,,
2018101107029,"Hansen, Atle",Svartedalen,2015,grøsser,nno,2015,,,
2018101107031,"Clare, Cassandra",De fortapte sjelers by,2015,,nob,2015,,,
2018101107042,"Gaarder, Jostein",Appelsinpiken,2015,,nob,2015,,,
2018101107049,"Krisp, Caleb",Ivy Pocket og diamantmysteriet,2015,,nob,2015,,,
2018101107094,"Hargreaves, Roger",Herr Glemsk,2015,,nob,2015,,,
2018101107103,"Schulze, Anne-Marie",Los geht's,2015,"grunnskole, lærebøker, tysk",mul,2015,,,
2018101107109,"Alseth, Bjørnar",Multi [5-7],2015,"grunnskolen, k13, kunnskapsløftetk06, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018101107110,"Gronemann, Steffen",Alt om Real Madrid,2015,,nob,2015,,,
2018101107114,"Edwards, Ellen M. Tudor",Explore,2015,"barnetrinnet, engelsk, grunnskolen, lk06, lærebøkerk13, læreverk, språk",mul,2015,engelsk for barnetrinnet,,
2018101107164,"Hurum, Jørn H.",Havets kjempeøgler,2015,"grunnskole, lærebøker, norsk",nno,2015,,,
2018101107218,"Heide, Beate",Iiddáš ja guovssahas :,2015,"barnebok, død, døden",mul,2015,girjjáš eallima - ja jápmima - birra,,
2018101207013,"Rasch-Halvorsen, Anne",Tusen millioner,2015,"grunnskolen, k13, kunnskapsløftet, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018101207018,"Dolmen, Øystein",Knutsen &amp; Ludvigsen og den fæle Rasputin,2015,,nob,2015,,,
2018101677002,"Kirkegaard, Ole Lund",Frode og de andre skøyerne,2015,"barnebøker, danske, humor",nob,2015,,,
2018102207015,"Roth, Veronica",Opprøreren,2015,,nob,2015,,,
2018102207047,"Kroglund, Andrew P.",Farlig date :,cop. 2015,"spenning, ungdomsroman",nob,2015,ungdomsroman,,
2018102207052,"Knudsen, Sverre",Aarons hevn :,2015,"fantastisk, fiction, litteratur, norsk, science, ungdomsbøker",nob,2015,roman,,
2018102307030,"Uri, Helene",Fordi jeg elsker deg,2015,"barnelitteratur, forelskelse, forelskingmanipulering, mishandling, norsk, svik, ungdomsbøker",nob,2015,,,
2018102307054,"Saddlewick, A.B.",Skoleskrekk,cop. 2015,,nob,2015,,,
2018102307108,"Hunter, Erin.",Farlige spor,cop. 2015,,nob,2015,,,
2018102307113,"Bredow, Katarina von",Hun &amp; han,2015,,nob,2015,,,
2018102307120,"Collins, Suzanne",Underland-krøniken,2015,ungdomsbøker,nob,2015,,,
2018102505077,"Heger, Halvor",Crossroads 10,2015,"engelsk, grunnskolen, k06, k13, læreplan, læreverk, revidert, ungdomstrinnet",mul,2015,engelsk for ungdomstrinnet,,
2018103007024,"Alseth, Bjørnar",Multi [5-7],2015,"grunnskolen, k06, k13, kunnskapsløftet, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018103007055,"Naas, Tor Erling",Flammetenner,2015,,nob,2015,,,
2018103007068,"Waldemar, Karina",Lappe-Mikkel,2015,,nob,2015,,,
2018103007073,"Otterlei, Camilla Dahle",Kunsten å møte en bjørn,2015,"barnehager, bildebøker, billedbøker, mobbing, norsk barnelitteratur",nob,2015,,,
2018103007076,"Wiik, Øystein",,2015,,nob,2015,,,
2018103007083,"Dashner, James",The maze runner,2015,,nob,2015,,,
2018103007191,"Taylor, Laini",Støv &amp; stjerneskinn,2015,,nob,2015,,,
2018103007200,"Bergwitz-Larsen, Kirsti",Snyteskaftet,cop. 2015,,nob,2015,,,
2018103007239,"Dougherty, John",Pizzatrøbbel,cop. 2015,,nob,2015,,,
2018103007280,"Byron, Louise.",Det forlatte hotellet,2015,,nob,2015,,,
2018103007299,"Estes, Max",Vi flyr sørover,2015,"barnebøker, bildebøker, billedbøker, fugler, trekkfugler",nob,2015,,,
2018103007345,"Aurstad, Tore",Stå dønn stille! ; Knask eller knep,2015,,nob,2015,,,
2018103077004,"Steinholm, Monika",Fuck verden,cop. 2015,"forelskelse, forelsking, kjærleik, kjærlighet, litteratur, norsk, skjønnlitteratur, ungdomsbøker, ungdomslitteratur",nob,2015,,,
2018103077006,"Voss, Vera.",Modellene,cop. 2015,,nob,2015,,,
2018110607048,"Wirsén, Carin",Hvem tulle-ringer?,2015,,nob,2015,,,
2018110607058,"Palm, Linda",Jeg-du-vi,2015,,nob,2015,,,
2018110607143,"Pritchett, Georgia",Wilfred redder verden,2015,"barnebøker, engstelse, humor, lettlest",nob,2015,,,
2018110607190,"Fremstad, Kjersti",Tema,2015,"grunnskolen, kunnskapsløftetk06, lærebøker, læreverk, matematikk",mul,2015,matematikk for småskolen,,
2018110607212,"Fuglehaug, Randi",Slik blir du statsminister :,cop. 2015,"barnebøker, yrker, yrkesvalg",nob,2015,og 99 andre morsomme ting du kan gjøre når du blir stor,,
2018110607223,"Alvær, Frøydis",Mer enn bare luft,cop. 2015,"barnebøker, barnelitteratur, norsk",nob,2015,,,
2018110677076,"Grøntvedt, Nina Elisabeth","Happy ending, liksom?",2015,"barnebøker, barnelitteratur, forelskelse, norsk, ungdomsskolen",nob,2015,,,
2018111205052,"Rasch-Halvorsen, Anne",Tusen millioner,2015,"grunnskolen, k13, kunnskapsløftet, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018112177019,"Ryan, Carrie.",Skogen av klør og tenner,2015,ungdomsbøker,nob,2015,,,
2018112177044,"Soltvedt, Thor",Fire minutter på overtid :,cop. 2015,,nob,2015,ungdomsroman,,
2018112377040,"Griffiths, Andy",Gutta i det du-tror-det-ikke-før-du-får-se-det store trehuset med 52 etasjer,cop. 2015,,nob,2015,,,
2018120777019,"Døvle, Monica Østby",,2015,,nob,2015,,,
2018120777029,"Ewo, Jon",1992,2015,,nob,2015,,,
2018120777084,"Mæhle, Lars",Skoddefyrstens hevn,cop. 2015,,nob,2015,,,
2018120777091,"Coben, Harlan",Oppdageren :,2015,,nob,2015,en Mickey Bolitar-roman,,
2019011448506,"Ibrahim, Yasmin.",Jeg kan si Bismillah overalt!,2015,,nob,2015,,,
2019011448509,"Smith, Mike.",Klemmejakten,2015,,nob,2015,,,
2019011448514,"Löfgren, Ulf",Ludde har bursdag,2015,"fødselsdager, løft-på-klaffen",nob,2015,,,
2019011448515,"Williamson, Karen",,2015,,nob,2015,,,
2019011448516,"Patricelli, Leslie.",Potta,cop. 2015,,nob,2015,,,
2019011448520,"Waldemar, Jarle",Let og finn i bibelhistorier :,cop. 2015,,nob,2015,Jesus-fortellinger,,
2019011448521,"Le Huche, Magali",Paco og orkesteret :,cop. 2015,"barnelitteratur, billedbøker, lyd",nob,2015,10 instrumenter,,
2019011448525,"Bowers, Jenny.",Lille tre,2015,,nob,2015,,,
2019011448529,"Bergström, Gunilla",Albert Åberg puslespillbok :,cop. 2015,,nob,2015,5 puslespill med 12 brikker,,
2019011448531,"Billet, Marion",,cop. 2015,,nob,2015,,,
2019011448532,"Bringsværd, Tor Åge",Karsten + Petra :,2015,,nob,2015,"puslespillbok : 5 puslespill, 9 brikker",,
2019011448534,"Teckentrup, Britta",Firkant-jakt,2015,,nob,2015,,,
2019011448536,"Ibrahim, Yasmin.",Jeg kan gjøre dua overalt!,2015,,nob,2015,,,
2019011448552,"McBratney, Sam",Gjett hvor glad jeg er i deg,2015,,nob,2015,,,
2019011448566,"Martin, Ruth",Kroppen min :,cop. 2015,,nob,2015,finn ut hvordan kroppen ser ut både inni og utenpå!,,
2019011448568,"Martin, Ruth",På farten :,cop. 2015,,nob,2015,finn ut hvordan kjøretøyene ser ut både inni og utenpå!,,
2019011448575,"Ibrahim, Yasmin.",Jeg kan lese Koranen (nesten) overalt!,2015,,nob,2015,,,
2019011448576,"Ghani, Aisha.",Jeg kan be overalt!,2015,,nob,2015,,,
2019011577020,"Riordan, Rick",Olympos' blod,cop. 2015,,nob,2015,,,
2019011577029,"Roholte, Dorte.",Skjøre hjerter,2015,,nob,2015,,,
2019012577012,"Wills, Amanda",Ponnien i skogen :,2015,,nob,2015,Amanda Wills,,
2019012877001,"Simon, Francesca",Rampete Robins mareritt,2015,,nob,2015,,,
2019020807503,"Kjølberg, Kristoffer",Jeg [elsker] Oslo :,cop. 2015,,nob,2015,en myldrebok,,
2019020807505,"Scarry, Richard",Richard Scarry's kjempestore travle bok,cop. 2015,,nob,2015,,,
2019021477022,"Dahl, Roald",Georgs magiske medisin,2015,banebøker,nob,2015,,,
2019021477023,"Dahl, Roald",Charlie og sjokoladefabrikken,2015,"barnebøker, humor, nonsens",nob,2015,,,
2019022777017,"Lindgren, Astrid",Pippi Langstrømpe går ombord,2015,"barnebøker, litteratur, svensk",nob,2015,,,
2019022777029,"Svingen, Arne",Benny-Bobs biffbanan,2015,,nob,2015,,,
2019022777030,"Walgermo, Alf Kjetil",Kjære søster,2015,"barnebøker, døden, facebook, sorg, søstre, ungdomsbøker",nno,2015,,,
2019022877013,"Lunde, Maja",Sceneskrekk,2015,,nob,2015,,,
2019030177042,"Smith, Andrew",Gresshoppejungel :,2015,,nob,2015,hele historien,,
2019032277117,"Hoftun, Guro",Ord på S,2015,"barnebøker, død, døden, foreldreløs, litteratur, norsk, sakn, savn, sorg, ungdomsbøker",nob,2015,,,
2019032277143,"Riordan, Rick",Neptuns sønn,2015,"barnebøker, fantastisk, fantasy, gresk mytologi, ungdomsbøker",nob,2015,,,
2019032277148,"Zadoff, Allen.",Oppdraget,cop. 2015,,nob,2015,,,
2019032277165,"Malot, Hector",Frendelaus,2015,,nno,2015,,,
2019032277171,"Pantermüller, Alice",Ordentlig haraball,2015,,nob,2015,,,
2019040977225,"Bruhn, Ina.",Sofie &amp; Alvar,2015,,nob,2015,,,
2019040977258,"Storaker, Marit Fadum",Desemberreisen,cop. 2015,,nob,2015,,,
2019051407004,"Dybvig, Per",Jegeren :,cop. 2015,"barnelitteratur, bildebok, dyr, natur, skog, tegning",nob,2015,en fortelling fra skogen,,
2019052007002,"Shusterman, Neal",Teslas loft,2015,,nob,2015,,,
2019052007115,"Loberg, Karianne",Kvar er Eline?,2015,,nno,2015,,,
2019052007126,"Tjønn, Brynjulf Jung",Så vakker du er :,2015,,nno,2015,ungdomsroman,,
2019052007131,"Dougherty, John",Grøss og grevling!,cop. 2015,,nob,2015,,,
2019052007132,"Sortland, Bjørn",Nedtelling,cop. 2015,,nob,2015,,,
2019052107016,"Ragde, Anne B.",Haren og skilpadden,cop. 2015,"barnebøker, bildebøker, billedbøker, eventyr, fabler, lettlest, æsops",nob,2015,,,
2019052107021,"Kvalnes, Øyvind",Cupfinalen,2015,"grunnskole, lesing, lærebøker",nob,2015,,,
2019052107022,"Willems, Mo",Det er vanskelig å vente!,cop. 2015,,nob,2015,,,
2019052107114,"Dybvig, Ingeborg",Forfulgt i London,2015,"barnebøker, detektivfortellinger, spenning",nob,2015,,,
2019052107116,"Simukka, Salla",Rød som blod,2015,,nob,2015,,,
2019052107138,"Johansen, Eldrid",Julevalp,2015,,nob,2015,,,
2019052107170,"Arnesen, Laura Kristine.",Lett å flette :,2015,,nob,2015,trinn-for-trinn : en guide til de flotteste flettefrisyrene,,
2019052107171,"Hagerup, Hilde",Barnet mitt,2015,"barn, foreldre, lettlest, skjønnlitteratur",nob,2015,,,
2019061977006,"Guttorm, Anna Anita",Skuvlla-Biehtára Ánne ja Bohkosahtti dáža sirkus =,2015,,mul,2015,Skole-Petter Anna og Det lattervekkende norske sirkus,,
2019061977014,"Delaney, Joseph",Vokterens mareritt,2015,"fantasy, ungdomsbøker",nob,2015,,,
2019062507014,"Edwards, Ellen M. Tudor",Explore,2015,"barnetrinnet, engelsk, grunnskolen, k13, lk06, lærebøker, læreverk",mul,2015,engelsk for barnetrinnet,,
2019062507125,"Hargreaves, Roger",Herr Kilefant,2015,,nob,2015,,,
2019062777016,"Wandel, Andrea.",Lumske planer,2015,,nob,2015,,,
2019062777024,"Parvela, Timo",Ella og nattens riddere,2015,,nob,2015,,,
2019062777075,"Dahlin, Petrus",Samlingen,2015,,nob,2015,,,
2019062777081,"Kaaberbøl, Lene",Skammarens dotter,2015,,nno,2015,,,
2019062777086,"Rendtorff, Ida-Marie",Atomsonen,2015,"fantasy, framtidssamfunn, ungdomsbøker",nob,2015,,,
2019062777117,"Hunter, Erin",Måneskinn,cop. 2015,,nob,2015,,,
2019072307036,"Cohen, Della.",Askepott,2015,,nob,2015,,,
2019072307093,"Egeland, Tom",Skatten fra Miklagard,2015,,nob,2015,,,
2019072307095,"Kvalnes, Øyvind",Tord og Tale får hjelp,2015,,nno,2015,,,
2019072307096,"Walstad, Anette M.",Advokatbaronen,2015,,nob,2015,,,
2019072307123,"Kvalnes, Øyvind",Tord og Tale får hjelp,2015,"grunnskole, lesing, lærebøker",nob,2015,,,
2019072307202,"McGowan, Anthony",Flukten fra Camp Fatso,2015,,nob,2015,,,
2019072307244,"Ruju, Pasquale",Fanget i tåka,2015,,nob,2015,,,
2019081477002,"Mjønes, Johan B.",Kaptein Nemos testamente,cop. 2015,,nob,2015,,,
2019081477049,"Sugg, Zoe",Girl online,2015,,nob,2015,,,
2019082977035,"Saint-Exupéry, Antoine de",,2015,,nob,2015,,,
2019082977037,"Parvela, Timo",Ella dag og natt,2015,,nob,2015,,,
2019082977040,"Enger, Cecilie",Kjell-Aksel rocker,2015,,nob,2015,,,
2019082977071,"Zadoff, Allen.",Våpenet,2015,,nob,2015,,,
2019091977003,"Ohlsson, Kristina",Sølvgutten,2015,"barnebøker, romaner, spenning, ungdomsbøker",nob,2015,,,
2019091977032,"Yancey, Rick.",,2015,,nob,2015,,,
2019101577025,"Voss, Vera.",Hevnen,cop. 2015,,nob,2015,,,
2019102877022,"Dahl, Tor Edvin",Seier'n er vår!,2015,,nob,2015,,,
2018061107003,,Heksa Lilli :,2015,,mul,2015,magisk engelsklekse,,
2018061107013,,Heksa Lilli feirer fødselsdag,2015,,nob,2015,,,
2018061107017,,Heksa Lilli tryller lekser,2015,,nob,2015,,,
2018070307085,,Skal vi starte band?,2015,,nob,2015,,,
2018071607089,,Taki &amp; bestemor,2015,,nob,2015,,,
2018081407066,,Esopa fábelat,2015,,sme,2015,,,
2015092158048,,,[2015],"program, teaterprogram",nob,2015,,,
2018013048046,,,2015,"grunnskole, k13, kunnskapsløftet, lærebøker, læreplan, læreverk, matematikk, revidert, ungdomstrinnet",nob,2015,,,
2018020248128,,,2015,,nno,2015,,,
2018020248130,,,2015,,nno,2015,,,
2018020548041,,,2015,"engelsk, k13, lærebøker, læreverk, ungdomstrinnet",mul,2015,,,
2018020948005,,,2015,"grunnskolen, k13, kunnskapsløftetk06, lærebøker, læreplan, læreverk, matematikk, revidert, ungdomstrinnet",nob,2015,,,
2018030548002,,,2015,,nob,2015,,,
2018031248157,,,2015,"grunnskolen, lærebøker, naturfag, samisk, språk",sme,2015,,,
2018040948111,,,2015,"internett, personrett",nob,2015,,,
2018041748224,,,2015,"grunnskole, grunnskolen, lærebøker, læreverk, norsk, språk, ungdomstrinnet",mul,2015,,,
2018042348546,,,2015,,nob,2015,,,
2018050448258,,,2015,,nob,2015,,,
2018050748043,,,2015,,nob,2015,,,
2018050748058,,,2015,,mul,2015,,,
2018050748285,,,cop. 2015,"barnebøker, dyr, forskning, jorda, kropp",nob,2015,,,
2018050748306,,,[2015?],"finsk, grunnskole, lærebøker, språk",mul,2015,,,
2018051448093,,,cop. 2015,,nob,2018,,,
2018060148120,,,2015,,nob,2015,,,
2018060748070,,,2015,,nob,2015,,,
2018060807051,,,cop. 2015,,nob,2015,,,
2018061107092,,,2015,,nob,2015,,,
2018061207004,,,cop. 2015,billedbøker,nob,2015,,,
2018061207040,,,2015,"grunnskolen, lærebøker, mellomtrinnet, norsk",nno,2015,,,
2018061207046,,,cop. 2015,,nob,2015,,,
2018061207083,,,2015,"grunnskolen, k06, k13, kunnskapsløftet, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018061207155,,,2015,"grunnskolen, kunnskapsløftetk13, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018061807581,,,cop. 2015,,nob,2015,,,
2018062207512,,,2015,,nob,2015,,,
2018062207514,,,2015,,nob,2015,,,
2018062207516,,,2015,,nob,2015,,,
2018062607029,,,cop. 2015,,nob,2015,,,
2018062607124,,,2015,,nob,2015,,,
2018062905028,,,2015,"barnesteget, grunnskole, lærerbøker, læreverk, norsk",nno,2015,,,
2018071607094,,,2015,"barnetrinnet, grunnskolen, lærebøker, naturfag, samfunnsfag",nno,2015,,,
2018071707037,,,2015,,nob,2015,,,
2018071707046,,,2015,"barnetrinnet, grunnskolen, lærebøker, læreverk, naturfag, samfunnsfag",nno,2015,,,
2018071707123,,,2015,,nob,2015,,,
2018071707602,,,2015,"etikk, livssyn, religion",nno,2015,,,
2018071807113,,,cop. 2015,,nob,2015,,,
2018071807144,,,2015,"barnetrinnet, grunnskolen, lærebøker, læremiddel, læreverk, norsk",nno,2015,,,
2018071807155,,,2015,"grunnskolen, grunnskulen, k06, kunnskapsløftet, lærebøker, læreverk, matematikk, ungdomstrinnet",nno,2015,,,
2018072007005,,,cop. 2015,,nob,2015,,,
2018072007189,,,2015,,nob,2015,,,
2018072507027,,,cop. 2015,,nob,2015,,,
2018072507146,,,2015,,nob,2015,,,
2018072607074,,,2015,,nob,2015,,,
2018081407035,,,cop. 2015,,nob,2015,,,
2018081407036,,,cop. 2015,,nob,2015,,,
2018081407107,,,2015,,nob,2015,,,
2018081407135,,,2015,"barnetrinnet, grunnskole, lærebøker, læreverk, norsk",nob,2015,,,
2018081407144,,,2015,"grunnskolen, kunnskapsløftetk13, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018081407161,,,2015,,nob,2015,,,
2018082007015,,,2015,,nob,2015,,,
2018090607071,,,2015,,mul,2015,,,
2018091407021,,,2015,"grunnskolen, k13, kunnskapsløftetk06, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2018091805101,,,2015,"barn, teaterforestilling",nob,2015,,,
2018092507013,,,2015,"barnebøker, dyreleksikon, engelsk",mul,2015,,,
2018101007162,,,2015,"8-10, grunnskolen, k13, kunnskapsløftet, lærebøker, læreplan, læreverk, matematikk, revidert, ungdomstrinnet",nno,2015,,,
2018101007205,,,cop. 2015,"barnebøker, dikt, ellinger, regler, rim, tellinger",nob,2015,,,
2018101205008,,,2015,"grunnskole, lærebøker, norsk",nno,2015,,,
2018101207012,,,2015,"engelsk, grunnskolen, k0613, lærebøker, ungdomstrinnet",mul,2015,,,
2018110607129,,,2015,"bønnebøker, bønner, kristne",nob,2015,,,
2018120777022,,,2015,"litteratur, musikarar, musikere, musikk, norsk, noveller, ungdomsbøker",nob,2015,,,
2019011448511,,,2015,,nob,2015,,,
2019011448517,,,[2015],,nob,2015,,,
2019011448533,,,cop. 2015,"barnebøker, billedbøker, norsk, ord, pekebøker, språk",nob,2015,,,
2019011448562,,,2015,,nob,2015,,,
2019052107102,,,2015,,nob,2015,,,
2019052107177,,,2015,,nob,2015,,,
2019072307060,,,2015,"barnetrinnet, grunnskolen, lærebøker, læreverk, norsk",nno,2015,,,
2019072407152,,,2015,"grunnskolen, k13, kunnskapsløftet, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2019072407153,,,2015,"grunnskolen, k13, kunnskapsløftet, lærebøker, læreplan, læreverk, matematikk, revidert",nob,2015,,,
2019072407155,,,2015,"grunnskolen, kunnskapsløftetk13, lærebøker, læreplan, læreverk, matematikk, revidet",nob,2015,,,
2019072407161,,,2015,"barnetrinnet, grunnskolen, lærebøker, læremiddel, læreverk, norsk",nno,2015,,,
2019091977020,,,2015,"barnetrinnet, grunnskolen, k0613, lærebøker, matematikk",nno,2015,,,
